  100		 8.11E-07		 1.85E-07
  200		 3.39E-05		 3.65E-07
  300		 1.43E-04		 6.16E-07
  400		 2.95E-04		 1.12E-06
  500		 4.84E-04		 2.03E-06
  600		 6.89E-04		 3.42E-06
  700		 8.96E-04		 5.28E-06
  800		 1.10E-03		 7.71E-06
  900		 1.31E-03		 1.08E-05
 1000		 1.52E-03		 1.47E-05
 1100		 1.72E-03		 1.94E-05
 1200		 1.93E-03		 2.52E-05
 1300		 2.13E-03		 3.23E-05
 1400		 2.35E-03		 4.10E-05
 1500		 2.57E-03		 5.18E-05
 1600		 2.81E-03		 6.53E-05
 1700		 3.09E-03		 8.24E-05
 1800		 3.40E-03		 1.04E-04
 1900		 3.75E-03		 1.30E-04
 2000		 4.16E-03		 1.62E-04
 2100		 4.68E-03		 1.99E-04
 2200		 5.49E-03		 2.43E-04
 2300		 6.38E-03		 2.91E-04
 2400		 7.33E-03		 3.44E-04
 2500		 8.34E-03		 4.02E-04
 2600		 9.38E-03		 4.63E-04
 2700		 1.05E-02		 5.27E-04
 2800		 1.16E-02		 5.94E-04
 2900		 1.27E-02		 6.62E-04
 3000		 1.38E-02		 7.31E-04
 3100		 1.50E-02		 8.02E-04
 3200		 1.61E-02		 8.72E-04
 3300		 1.73E-02		 9.43E-04
 3400		 1.85E-02		 1.01E-03
 3500		 1.96E-02		 1.08E-03
 3600		 2.07E-02		 1.15E-03
 3700		 2.18E-02		 1.22E-03
 3800		 2.29E-02		 1.28E-03
 3900		 2.39E-02		 1.35E-03
 4000		 2.49E-02		 1.41E-03
 4100		 2.59E-02		 1.47E-03
 4200		 2.68E-02		 1.52E-03
 4300		 2.77E-02		 1.58E-03
 4400		 2.85E-02		 1.63E-03
 4500		 2.92E-02		 1.68E-03
 4600		 2.99E-02		 1.73E-03
 4700		 3.06E-02		 1.77E-03
 4800		 3.11E-02		 1.81E-03
 4900		 3.17E-02		 1.85E-03
